id,name,sse,is_sse,type,sector,language,website,values,mission,description,sse_reasoning,flags,sse_action,is_sse_action,type_action,sector_action,language_action,website_action,values_action,mission_action,description_action,sse_reasoning_action,flags_action
329,Bikechain,strong_yes,True,cooperative,community-civic-infrastructure,en,https://www.bikechain.org,"['Community', 'Environment', 'Help Society', 'Group & Team', 'Diversity']","Our mission is to make cycling accessible for all by offering low‑cost repairs, open workshops, and training while fostering a collaborative community that values people and the planet. (via=extracted… (+1 chars truncated from log)","Bikechain is a worker‑owned cooperative in Toronto that provides affordable bike repair, parts, and community workshops to promote sustainable transportation and skill‑sharing. (via=extracted)","Bikechain is a registered worker‑owned cooperative whose charter prioritises people and planet, offers concrete low‑cost repair services and training, and reinvests earnings into community programs. Its democratic member voting aligns with core SSE principles. (via=extracted)","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
330,L’Association Entre tes Mains,no,False,nonprofit,(none),fr,(none),[],(none),(none),"The organization appears to be a registered nonprofit association in Verdun, but no official website or public mission statement could be located, making it impossible to verify clear purpose, impact, or contribution to social good required for SSE alignment.","['website via=null', 'type via=inferred', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
331,Hearts Content Organic Farm,no,False,(none),agriculture-food-systems,en,(none),[],(none),(none),"No evidence was found of nonprofit, cooperative, or union governance for Hearts Content Organic Farm; the organization appears to be a conventional private farm, which does not meet Solidarity Economy criteria.","['website via=absent', 'type via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,KEEP,UPDATE,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
332,WCS Canada,strong_yes,True,nonprofit,environment-circular-economy,bilingual,https://www.wcs.org,"['Help Society', 'Environment', 'Community', 'Knowledge', 'Moral Fulfillment']","Our mission is to save wildlife and wild places by advancing science, influencing policy, and inspiring people to act for the planet. (via=extracted)","World Conservation Society Canada (WCS Canada) is a registered Canadian charity that works to protect wildlife and wild places through science, advocacy, and community engagement. (via=extracted)","WCS Canada is a registered charity with a clear purpose beyond profit, describing intentional impact on wildlife conservation, and its work directly benefits the environment and societies. (via=extracted)","['description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:bilingual via=public_language', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
333,Enfant d’abord,no,False,(none),(none),fr,(none),[],(none),(none),"No verifiable official website or public documentation was located for Enfant d’abord, preventing confirmation of nonprofit or cooperative status, mission, or governance. Without evidence of a people‑oriented purpose, the organization cannot be assessed as aligned with Solidarity Economy principles.","['website via=absent', 'type via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
334,Bois Urbain,no,False,government,environment-circular-economy,fr,https://montreal.ca/bois-urbain,"['Environment', 'Community', 'Help Society']","Our mission is to preserve and expand Montreal’s urban forest, fostering ecological health and equitable access to green spaces for all neighborhoods.","Bois Urbain is a municipal initiative of the City of Montreal that promotes the development, protection and sustainable management of urban forest spaces, encouraging community participation and impro… (+32 chars truncated from log)","Bois Urbain is a program run by the City of Montreal, classifying it as a government entity. Government organizations are excluded from the Solidarity Economy, so the organization receives a ‘no’ rating.","['type via=extracted', 'website via=extracted', 'sector via=extracted', 'sse_rating via=rules', 'description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
335,Relay Education,no,False,(none),(none),en,(none),[],(none),(none),"No publicly available website or governance information could be located for Relay Education; without evidence of nonprofit or cooperative status and a mission that prioritises people or planet, the organization does not meet SSE criteria.","['website not found', 'governance unclear', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,KEEP,KEEP,KEEP,UPDATE,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
336,Gbi,no,False,(none),(none),(none),(none),[],(none),(none),"No public information was found confirming GBI is a nonprofit, cooperative or union, nor any mission or impact statements, so it does not meet the Solidarity Economy criteria.","['type via=absent', 'website via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'language:unset via=unknown', 'language_reason:insufficient_signal']",UPDATE,KEEP,KEEP,KEEP,KEEP,KEEP,UPDATE,KEEP,KEEP,UPDATE,UPDATE
337,Centre de formation populaire,strong_yes,True,nonprofit,education-knowledge,fr,https://cfp.qc.ca,"['Community', 'Help Society', 'Help Others', 'Knowledge', 'Diversity']","Our mission is to promote popular education, foster citizen participation, and empower marginalized communities through accessible training and collaborative learning.","The Centre de formation populaire (CFP) is a Montreal‑based nonprofit association that offers popular education courses, workshops and support for autonomous learning, aiming to strengthen community c… (+37 chars truncated from log)","The CFP is a registered nonprofit association governed by an independent board, with a clear purpose beyond profit focused on popular education and community empowerment, and it explicitly describes its social impact. These features satisfy all three must‑haves, leading to a strong_yes rating.","['website via=extracted', 'description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
338,École de danse contemporaine de Montréal,strong_yes,True,nonprofit,education-knowledge,fr,https://www.edcm.qc.ca,"['Artistic Creativity', 'Creativity', 'Community', 'Help Society']","Our mission is to promote contemporary dance as an art form, provide high‑quality training to dancers of all levels, and foster a vibrant, inclusive community through creativity and collaboration. (vi… (+12 chars truncated from log)","The École de danse contemporaine de Montréal offers professional contemporary‑dance training, performance opportunities, and community outreach programs that nurture artistic expression and accessibil… (+20 chars truncated from log)","The school is a registered nonprofit that clearly prioritises people and culture over profit, stating a mission to promote dance, provide training, and build community, satisfying all three must‑haves. Its public values and independent board meet several nice‑to‑haves. (via=extracted)","['type via=extracted', 'description via=extracted', 'mission via=extracted', 'values via=extracted', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
339,Centre des Aînés de Villeray,strong_yes,True,nonprofit,care-health-social-services,fr,(none),"['Community', 'Help Others', 'Help Society', 'Diversity', 'Moral Fulfillment']","To enhance the quality of life of seniors in Villeray by providing accessible programs that support health, community connection and active participation.","The Centre des Aînés de Villeray offers seniors in the Villeray‑St‑Michel area a range of social, cultural, recreational and health activities designed to promote active aging, social inclusion and we… (+9 chars truncated from log)","The Centre des Aînés de Villeray is a registered nonprofit whose mission focuses on seniors' well‑being, offering community‑based programs that improve health and social inclusion. Its activities are explicitly aimed at public benefit rather than profit, meeting all three core must‑haves and demonst… (+62 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:fr via=llm_name', 'language_reason:name_llm=fr']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
340,EarthBites Society,strong_yes,True,nonprofit,agriculture-food-systems,en,(none),"['Community', 'Environment', 'Knowledge', 'Group & Team', 'Help Society']","To foster food sovereignty, ecological stewardship, and community resilience by sharing knowledge, seeds, and cultivating local food systems.","EarthBites Society is a community‑based nonprofit in North Vancouver that promotes sustainable food practices, seed sovereignty, and local food access through workshops, community gardens, and educati… (+14 chars truncated from log)","EarthBites Society is a registered nonprofit society in British Columbia whose mission centers on food sovereignty, ecological stewardship and community resilience, with a clear non‑profit purpose, intentional impact description, and contributions to social and environmental good, meeting all must‑h… (+35 chars truncated from log)","['website via=absent', 'description via=absent', 'mission via=absent', 'values via=absent', 'length_limit: truncated sse_reasoning_fr', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,KEEP,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
341,StopGap Foundation,strong_yes,True,nonprofit,community-civic-infrastructure,en,https://stopgap.org/,"['Help Others', 'Help Society', 'Community', 'Moral Fulfillment', 'Environment']",Our mission is to prevent homelessness and deepen poverty by delivering rapid emergency funding and resources that enable people to regain stability and achieve self‑sufficiency. (via=inferred),"StopGap Foundation is a registered charitable organization in Ontario that provides short‑term financial assistance and support services to individuals and families experiencing crisis, helping them b… (+70 chars truncated from log)","StopGap Foundation is a registered charity with a clear purpose beyond profit, providing emergency financial aid to those in crisis and thereby contributing directly to social well‑being. Its public materials describe intentional impact and its surplus is reinvested in its mission, meeting all three… (+27 chars truncated from log)","['description via=inferred', 'mission via=inferred', 'values via=inferred', 'language:en via=llm_name', 'language_reason:name_llm=en']",UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE,UPDATE
